EGID,Official Building No,Building Status,Building Category,Building Class,Date of Construction,Year of Demolition,Surface Area of Building,Number of Floors,Heating Device Info,Record Modification Info
163566,AL02120,1007,1020,1122,1948-01,2023,193,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-07-29","createDate: 2001-11-29, updateDate: 2023-11-22"
163567,AL02122,1007,1020,1122,1948-01,2023,170,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-07-29","createDate: 2001-11-29, updateDate: 2023-09-06"
163589,261AL00711,1007,1020,1122,1929,2021,146,4,"heatGeneratorHeating: 7410, energySourceHeating: 7598, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-05-11"
163590,26301204,1007,1020,1110,1930,2019,67,4,"heatGeneratorHeating: 7410, energySourceHeating: 7598, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
163601,46928,1007,1020,1122,1939,2016,231,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
163604,46927,1007,1020,1122,1939,2016,231,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
163633,46235,1007,1020,1121,1929,2018,94,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2023-09-16"
163640,46256,1007,1020,1121,1930,2010,94,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
163648,1151,1007,1020,1121,1930-01,2023,94,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2021-05-28","createDate: 2001-11-29, updateDate: 2023-05-23"
163655,261AL00898,1007,1020,1110,1925,2020,54,4,"heatGeneratorHeating: 7410, energySourceHeating: 7598, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-12-08"
163661,46472,1007,1020,1122,1931,2016,176,6,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-04-27"
163662,261AL01199,1007,1020,1122,1930,2021,188,6,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
163663,261AL01200,1007,1020,1122,1930,2021,187,6,"heatGeneratorHeating: 7431, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
163724,261AL02231,1007,1020,1122,1949,2021,214,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
163739,261AL02231,1007,1020,1122,1949,2021,215,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
163740,261AL02231,1007,1020,1122,1975,2021,280,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
163741,261AL02231,1007,1020,1122,1975,2021,219,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
163742,261AL02231,1007,1020,1122,1975,2021,295,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
163743,261AL02161,1007,1020,1122,1948,2021,178,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
163744,261AL02161,1007,1020,1122,1948,2021,177,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
163745,261AL02174,1007,1020,1122,1948,2021,243,6,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
163746,261AL02174,1007,1020,1122,1948,2021,249,6,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-04-09"
163784,N/A,1007,1020,1121,1929,2006,N/A,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
163791,46501,1007,1020,1122,1932,2009,184,6,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
163792,46502,1007,1020,1122,1932,2009,185,6,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
163810,46101,1007,1020,1122,1928,2009,108,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
163832,46099,1007,1020,1122,1928-12,2012,102,6,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2012-07-10"
163899,46142,1007,1020,1110,1929,2008,56,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
163900,46143,1007,1020,1110,1929,2008,71,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
163982,46642,1007,1020,1122,1934,2018,183,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
163983,46635,1007,1020,1122,1934,2018,193,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
163984,46636,1007,1020,1122,1934,2018,193,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
163985,46638,1007,1020,1122,1934,2018,160,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
163986,46637,1007,1020,1122,1934,2018,160,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
163987,47565,1007,1020,1122,1950,2018,170,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
163988,47566,1007,1020,1122,1950,2018,171,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
163996,47560,1007,1020,1122,1950,2018,168,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
163997,47561,1007,1020,1122,1950,2018,166,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
163998,47562,1007,1020,1122,1950,2018,169,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
163999,47564,1007,1020,1122,1950,2018,174,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164000,46545,1007,1020,1122,1932,2018,149,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164001,46546,1007,1020,1122,1932,2018,150,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164002,46547,1007,1020,1122,1932,2018,149,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164003,46548,1007,1020,1122,1932,2018,149,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164004,46549,1007,1020,1122,1932,2018,149,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164005,46550,1007,1020,1122,1932,2018,149,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164124,45831,1007,1020,1122,1909,2017,112,7,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164125,45830,1007,1020,1122,1909,2017,112,7,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164127,45829,1007,1020,1122,1908,2017,121,8,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164129,45828,1007,1020,1122,1908,2017,180,8,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164156,46497,1007,1020,1121,1931,2017,61,5,"heatGeneratorHeating: 7436, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164157,46498,1007,1020,1110,1931,2017,60,5,"heatGeneratorHeating: 7436, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164188,49463,1007,1020,1110,1943,2012,105,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-08-06"
164195,HG01919,1007,1020,1122,1958-01,2024,194,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2019-09-10","createDate: 2001-11-29, updateDate: 2024-04-18"
164197,HG01919,1007,1020,1122,1958-01,2024,230,6,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2019-09-10","createDate: 2001-11-29, updateDate: 2024-04-18"
164206,52165,1007,1020,1122,1961,2013,201,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-11-05"
164207,52166,1007,1020,1122,1961,2013,200,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-11-05"
164208,52167,1007,1020,1122,1961,2013,203,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-11-05"
164214,51543,1007,1020,1122,1951,2015,165,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2016-01-28"
164215,51544,1007,1020,1122,1951,2015,164,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2016-01-28"
164216,51553,1007,1020,1122,1951,2014,150,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164217,51545,1007,1020,1122,1951,2014,164,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164218,51554,1007,1020,1122,1951,2014,132,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164219,51546,1007,1020,1122,1951,2014,165,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164220,51555,1007,1020,1122,1951,2014,151,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164221,51547,1007,1020,1122,1951,2014,163,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164222,51556,1007,1020,1122,1951,2014,195,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164223,51548,1007,1020,1122,1951,2014,165,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164224,51557,1007,1020,1122,1951,2014,155,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164225,51549,1007,1020,1122,1951,2014,196,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164226,51559,1007,1020,1122,1951,2014,154,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164227,51550,1007,1020,1122,1951,2015,152,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2016-01-28"
164228,51551,1007,1020,1122,1951,2015,151,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2016-01-28"
164229,51552,1007,1020,1122,1951,2014,152,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-08-14"
164230,51540,1007,1020,1122,1951,2015,195,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2016-01-28"
164231,51541,1007,1020,1122,1951,2015,196,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2016-01-28"
164235,50437,1007,1020,1110,1949,2008,230,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164255,50421,1007,1020,1110,1922,2005,83,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164259,51592,1007,1020,1122,1952,2008,221,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164260,51686,1007,1020,1122,1953,2009,205,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164362,51300,1007,1020,1121,1935,2014,110,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-02-05"
164363,51269,1007,1020,1110,1934,2019,104,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
164376,50260,1007,1020,1110,1949,2014,63,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-04-10"
164377,50261,1007,1020,1110,1949,2014,63,4,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-02-05"
164402,49891,1007,1020,1110,1947,2016,174,3,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2018-02-13"
164411,51774,1007,1020,1122,1955,2015,153,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-07-16"
164415,51703,1007,1020,1110,1953,2019,170,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-01-24"
164416,51753,1007,1020,1121,1955,2018,184,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2019-10-24"
164418,979,1007,1020,1110,1950-01,2023,103,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2020-09-10","createDate: 2001-11-29, updateDate: 2023-01-02"
164430,261HG00608,1007,1020,1110,1933,2021,83,4,"heatGeneratorHeating: 7410, energySourceHeating: 7598, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-07-15"
164436,51270,1007,1020,1121,1935,2003,98,5,"heatGeneratorHeating: 7430, energySourceHeating: 7599, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164437,51624,1007,1020,1110,1952,2003,90,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164439,261HG01303,1007,1020,1110,1934,2021,135,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-07-15"
164443,261HG01631,1007,1020,1122,1951,2020,191,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2020-09-04"
164444,51339,1007,1020,1121,1937,2016,115,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
164451,51893,1007,1020,1122,1957-12,2012,196,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2012-07-10"
164552,51715,1007,1020,1122,1954,2010,166,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164553,51716,1007,1020,1122,1954,2010,167,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164554,51718,1007,1020,1122,1954,2009,169,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164595,51710,1007,1020,1110,1954,2018,131,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2023-09-16"
164602,HG01726,1007,1020,1122,1954-01,2024,154,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2018-11-24","createDate: 2001-11-29, updateDate: 2024-02-02"
164603,HG01726,1007,1020,1122,1954-01,2024,156,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2018-11-24","createDate: 2001-11-29, updateDate: 2024-02-02"
164606,HG01728,1007,1020,1122,1954-01,2024,158,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2021-05-26","createDate: 2001-11-29, updateDate: 2024-02-02"
164608,HG01728,1007,1020,1122,1954-01,2024,156,5,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2018-11-24","createDate: 2001-11-29, updateDate: 2024-02-02"
164643,HG01714,1007,1020,1110,1953-01,2023,161,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 859, revisionDate: 2018-01-03","createDate: 2001-11-29, updateDate: 2023-11-30"
164680,49969,1007,1020,1122,1917,2016,116,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2017-01-20"
164703,50398,1007,1020,1122,1913,2010,89,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164719,50396,1007,1020,1122,1925,2010,88,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164751,51315,1007,1020,1122,1950,2012,204,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-05-29"
164752,51697,1007,1020,1122,1953,2013,214,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-04-10"
164794,50413,1007,1020,1121,1907,2012,115,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2013-09-26"
164795,51786,1007,1020,1121,1954,2007,186,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164796,51787,1007,1020,1121,1954,2007,130,3,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164810,51783,1007,1020,1121,1954,2007,184,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164811,51782,1007,1020,1121,1954,2007,131,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164812,51785,1007,1020,1121,1954,2007,186,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164813,51784,1007,1020,1121,1954,2007,131,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164817,51780,1007,1020,1121,1954,2007,132,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164818,51781,1007,1020,1121,1954,2007,184,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164823,51498,1007,1020,1110,1950,2010,84,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164824,1546,1007,1020,1110,1950-01,2022,88,4,"heatGeneratorHeating: 7410, energySourceHeating: 7511, informationSourceHeating: 859, revisionDate: 2021-12-10","createDate: 2001-11-29, updateDate: 2022-02-14"
164939,1830,1007,1020,1122,1955-01,2022,173,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2020-12-10","createDate: 2001-11-29, updateDate: 2022-05-16"
164940,1830,1007,1020,1122,1955-01,2022,170,4,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2020-12-10","createDate: 2001-11-29, updateDate: 2022-05-16"
164941,1830,1007,1020,1122,1955-01,2022,210,5,"heatGeneratorHeating: 7430, energySourceHeating: 7520, informationSourceHeating: 859, revisionDate: 2020-12-10","createDate: 2001-11-29, updateDate: 2022-05-16"
164949,261HG01442,1007,1020,1110,1939,2021,68,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-07-15"
164959,261HG01446,1007,1020,1121,1939,2021,121,4,"heatGeneratorHeating: 7410, energySourceHeating: 7598, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2021-09-06"
164960,51394,1007,1020,1110,1939,2015,68,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-07-16"
164963,50242,1007,1020,1110,1949,2007,80,4,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2015-04-09"
164980,52278,1007,1020,1122,1962,2014,366,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-10-16"
164981,52280,1007,1020,1122,1962,2014,366,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-10-16"
164982,50417,1007,1020,1122,1962,2014,364,5,"heatGeneratorHeating: 7430, energySourceHeating: 7530, informationSourceHeating: 860, revisionDate: 2001-11-29","createDate: 2001-11-29, updateDate: 2014-10-16"
